datetime,datetime_nano,KQ.m@DCE.eg.open,KQ.m@DCE.eg.high,KQ.m@DCE.eg.low,KQ.m@DCE.eg.close,KQ.m@DCE.eg.volume,KQ.m@DCE.eg.open_oi,KQ.m@DCE.eg.close_oi
2018-12-10 09:00:00.000000000,1544403600000000000,5591.0,5774.0,5550.0,5766.0,129657,0,32897
2018-12-10 09:30:00.000000000,1544405400000000000,5766.0,5781.0,5676.0,5704.0,68700,32897,36010
2018-12-10 10:00:00.000000000,1544407200000000000,5704.0,5718.0,5651.0,5658.0,32204,36010,38099
2018-12-10 10:30:00.000000000,1544409000000000000,5658.0,5709.0,5656.0,5690.0,31633,38099,39564
2018-12-10 11:00:00.000000000,1544410800000000000,5690.0,5700.0,5668.0,5680.0,16845,39564,38789
2018-12-10 13:30:00.000000000,1544419800000000000,5680.0,5707.0,5666.0,5690.0,15661,38789,39568
2018-12-10 14:00:00.000000000,1544421600000000000,5690.0,5722.0,5676.0,5693.0,25131,39568,38800
2018-12-10 14:30:00.000000000,1544423400000000000,5693.0,5705.0,5664.0,5674.0,17507,38800,34763
2018-12-11 09:00:00.000000000,1544490000000000000,5611.0,5680.0,5593.0,5642.0,33845,34763,36495
2018-12-11 09:30:00.000000000,1544491800000000000,5642.0,5657.0,5637.0,5643.0,9056,36495,36876
2018-12-11 10:00:00.000000000,1544493600000000000,5643.0,5663.0,5642.0,5662.0,4134,36876,36823
2018-12-11 10:30:00.000000000,1544495400000000000,5662.0,5662.0,5643.0,5654.0,6446,36823,36898
2018-12-11 11:00:00.000000000,1544497200000000000,5654.0,5659.0,5604.0,5610.0,20163,36898,38418
2018-12-11 13:30:00.000000000,1544506200000000000,5610.0,5611.0,5520.0,5526.0,73222,38418,43962
2018-12-11 14:00:00.000000000,1544508000000000000,5526.0,5550.0,5497.0,5519.0,55300,43962,46262
2018-12-11 14:30:00.000000000,1544509800000000000,5519.0,5546.0,5502.0,5541.0,38811,46262,41561
2018-12-12 09:00:00.000000000,1544576400000000000,5580.0,5598.0,5538.0,5587.0,39627,41561,45391
2018-12-12 09:30:00.000000000,1544578200000000000,5587.0,5590.0,5570.0,5582.0,15554,45391,45661
2018-12-12 10:00:00.000000000,1544580000000000000,5582.0,5585.0,5562.0,5568.0,7037,45661,45603
2018-12-12 10:30:00.000000000,1544581800000000000,5569.0,5569.0,5531.0,5551.0,20047,45603,46505
2018-12-12 11:00:00.000000000,1544583600000000000,5551.0,5556.0,5513.0,5531.0,27351,46505,46524
2018-12-12 13:30:00.000000000,1544592600000000000,5533.0,5548.0,5533.0,5540.0,11366,46524,45930
2018-12-12 14:00:00.000000000,1544594400000000000,5540.0,5555.0,5525.0,5541.0,15240,45930,46332
2018-12-12 14:30:00.000000000,1544596200000000000,5541.0,5556.0,5530.0,5544.0,14771,46332,44256
2018-12-13 09:00:00.000000000,1544662800000000000,5520.0,5549.0,5475.0,5537.0,51026,44256,48457
2018-12-13 09:30:00.000000000,1544664600000000000,5537.0,5562.0,5520.0,5549.0,18899,48457,49654
2018-12-13 10:00:00.000000000,1544666400000000000,5549.0,5563.0,5544.0,5547.0,7528,49654,49160
2018-12-13 10:30:00.000000000,1544668200000000000,5548.0,5576.0,5548.0,5554.0,12049,49160,48675
2018-12-13 11:00:00.000000000,1544670000000000000,5554.0,5646.0,5545.0,5611.0,37946,48675,47051
2018-12-13 13:30:00.000000000,1544679000000000000,5610.0,5621.0,5601.0,5613.0,15252,47051,48081
2018-12-13 14:00:00.000000000,1544680800000000000,5613.0,5613.0,5564.0,5571.0,22187,48081,47581
2018-12-13 14:30:00.000000000,1544682600000000000,5571.0,5595.0,5568.0,5591.0,13575,47581,44994
2018-12-14 09:00:00.000000000,1544749200000000000,5641.0,5666.0,5604.0,5617.0,31830,44994,48231
2018-12-14 09:30:00.000000000,1544751000000000000,5617.0,5645.0,5616.0,5641.0,10214,48231,49305
2018-12-14 10:00:00.000000000,1544752800000000000,5641.0,5644.0,5613.0,5618.0,7847,49305,48289
2018-12-14 10:30:00.000000000,1544754600000000000,5617.0,5627.0,5592.0,5606.0,10756,48289,49544
2018-12-14 11:00:00.000000000,1544756400000000000,5606.0,5619.0,5603.0,5606.0,5946,49544,49060
2018-12-14 13:30:00.000000000,1544765400000000000,5607.0,5614.0,5583.0,5596.0,8953,49060,50125
2018-12-14 14:00:00.000000000,1544767200000000000,5596.0,5610.0,5587.0,5606.0,6182,50125,49952
2018-12-14 14:30:00.000000000,1544769000000000000,5606.0,5628.0,5603.0,5606.0,12204,49952,46865
2018-12-17 09:00:00.000000000,1545008400000000000,5592.0,5628.0,5566.0,5608.0,18271,46865,47979
2018-12-17 09:30:00.000000000,1545010200000000000,5608.0,5625.0,5601.0,5603.0,6432,47979,48118
2018-12-17 10:00:00.000000000,1545012000000000000,5603.0,5621.0,5598.0,5616.0,4454,48118,47744
2018-12-17 10:30:00.000000000,1545013800000000000,5617.0,5637.0,5611.0,5628.0,9802,47744,49021
2018-12-17 11:00:00.000000000,1545015600000000000,5628.0,5634.0,5612.0,5623.0,4823,49021,48735
2018-12-17 13:30:00.000000000,1545024600000000000,5624.0,5634.0,5617.0,5624.0,5135,48735,49215
2018-12-17 14:00:00.000000000,1545026400000000000,5624.0,5633.0,5618.0,5622.0,6710,49215,49762
2018-12-17 14:30:00.000000000,1545028200000000000,5622.0,5627.0,5613.0,5618.0,6260,49762,49596
2018-12-18 09:00:00.000000000,1545094800000000000,5586.0,5616.0,5570.0,5609.0,21046,49596,50033
2018-12-18 09:30:00.000000000,1545096600000000000,5609.0,5623.0,5607.0,5614.0,11012,50033,50164
2018-12-18 10:00:00.000000000,1545098400000000000,5614.0,5619.0,5607.0,5611.0,2113,50164,50275
2018-12-18 10:30:00.000000000,1545100200000000000,5611.0,5616.0,5603.0,5611.0,3738,50275,50117
2018-12-18 11:00:00.000000000,1545102000000000000,5611.0,5615.0,5601.0,5605.0,4969,50117,49643
2018-12-18 13:30:00.000000000,1545111000000000000,5603.0,5609.0,5590.0,5597.0,7622,49643,49390
2018-12-18 14:00:00.000000000,1545112800000000000,5597.0,5610.0,5594.0,5609.0,3745,49390,49268
2018-12-18 14:30:00.000000000,1545114600000000000,5609.0,5628.0,5604.0,5627.0,7131,49268,47831
2018-12-19 09:00:00.000000000,1545181200000000000,5578.0,5608.0,5551.0,5558.0,23150,47831,48688
2018-12-19 09:30:00.000000000,1545183000000000000,5558.0,5583.0,5557.0,5574.0,9900,48688,46496
2018-12-19 10:00:00.000000000,1545184800000000000,5574.0,5579.0,5563.0,5563.0,3552,46496,46053
2018-12-19 10:30:00.000000000,1545186600000000000,5563.0,5571.0,5559.0,5569.0,4489,46053,46108
2018-12-19 11:00:00.000000000,1545188400000000000,5569.0,5580.0,5564.0,5580.0,3199,46108,45428
2018-12-19 13:30:00.000000000,1545197400000000000,5582.0,5615.0,5578.0,5610.0,10094,45428,46130
2018-12-19 14:00:00.000000000,1545199200000000000,5610.0,5622.0,5604.0,5617.0,9329,46130,46279
2018-12-19 14:30:00.000000000,1545201000000000000,5617.0,5635.0,5612.0,5620.0,10181,46279,44420
2018-12-20 09:00:00.000000000,1545267600000000000,5625.0,5635.0,5602.0,5607.0,9243,44420,44610
2018-12-20 09:30:00.000000000,1545269400000000000,5607.0,5612.0,5599.0,5607.0,5356,44610,44964
2018-12-20 10:00:00.000000000,1545271200000000000,5607.0,5621.0,5603.0,5611.0,4643,44964,44534
2018-12-20 10:30:00.000000000,1545273000000000000,5611.0,5615.0,5603.0,5606.0,3122,44534,45224
2018-12-20 11:00:00.000000000,1545274800000000000,5606.0,5609.0,5580.0,5581.0,7718,45224,45353
2018-12-20 13:30:00.000000000,1545283800000000000,5570.0,5597.0,5564.0,5594.0,8376,45353,45370
2018-12-20 14:00:00.000000000,1545285600000000000,5594.0,5609.0,5585.0,5603.0,5913,45370,45819
2018-12-20 14:30:00.000000000,1545287400000000000,5603.0,5603.0,5575.0,5576.0,5227,45819,45048
2018-12-21 09:00:00.000000000,1545354000000000000,5564.0,5576.0,5518.0,5528.0,23489,45048,49578
2018-12-21 09:30:00.000000000,1545355800000000000,5528.0,5535.0,5515.0,5523.0,7748,49578,50682
2018-12-21 10:00:00.000000000,1545357600000000000,5523.0,5523.0,5509.0,5516.0,5106,50682,50985
2018-12-21 10:30:00.000000000,1545359400000000000,5516.0,5516.0,5403.0,5419.0,44998,50985,59413
2018-12-21 11:00:00.000000000,1545361200000000000,5419.0,5422.0,5358.0,5395.0,61453,59413,63472
2018-12-21 13:30:00.000000000,1545370200000000000,5392.0,5397.0,5372.0,5390.0,22093,63472,63471
2018-12-21 14:00:00.000000000,1545372000000000000,5390.0,5396.0,5332.0,5346.0,42266,63471,67311
2018-12-21 14:30:00.000000000,1545373800000000000,5346.0,5420.0,5320.0,5418.0,68389,67311,55850
2018-12-24 09:00:00.000000000,1545613200000000000,5365.0,5385.0,5312.0,5331.0,35640,55850,60872
2018-12-24 09:30:00.000000000,1545615000000000000,5331.0,5358.0,5306.0,5348.0,20995,60872,61081
2018-12-24 10:00:00.000000000,1545616800000000000,5348.0,5361.0,5330.0,5357.0,7525,61081,60931
2018-12-24 10:30:00.000000000,1545618600000000000,5357.0,5377.0,5353.0,5369.0,15392,60931,61401
2018-12-24 11:00:00.000000000,1545620400000000000,5369.0,5374.0,5352.0,5355.0,10009,61401,61124
2018-12-24 13:30:00.000000000,1545629400000000000,5355.0,5360.0,5326.0,5335.0,11521,61124,62136
2018-12-24 14:00:00.000000000,1545631200000000000,5335.0,5343.0,5315.0,5336.0,14676,62136,63148
2018-12-24 14:30:00.000000000,1545633000000000000,5336.0,5341.0,5326.0,5332.0,10712,63148,61480
2018-12-25 09:00:00.000000000,1545699600000000000,5199.0,5231.0,5145.0,5188.0,51931,61480,63656
2018-12-25 09:30:00.000000000,1545701400000000000,5188.0,5194.0,5153.0,5156.0,15600,63656,62467
2018-12-25 10:00:00.000000000,1545703200000000000,5156.0,5177.0,5138.0,5169.0,12303,62467,62541
2018-12-25 10:30:00.000000000,1545705000000000000,5169.0,5174.0,5143.0,5159.0,11747,62541,62336
2018-12-25 11:00:00.000000000,1545706800000000000,5159.0,5161.0,5128.0,5148.0,20558,62336,62478
2018-12-25 13:30:00.000000000,1545715800000000000,5145.0,5181.0,5141.0,5172.0,19062,62478,61502
2018-12-25 14:00:00.000000000,1545717600000000000,5172.0,5201.0,5168.0,5187.0,14772,61502,61096
2018-12-25 14:30:00.000000000,1545719400000000000,5187.0,5188.0,5170.0,5174.0,12340,61096,60073
2018-12-26 09:00:00.000000000,1545786000000000000,5204.0,5229.0,5179.0,5182.0,27884,60073,61559
2018-12-26 09:30:00.000000000,1545787800000000000,5182.0,5182.0,5143.0,5148.0,25953,61559,66895
2018-12-26 10:00:00.000000000,1545789600000000000,5148.0,5153.0,5128.0,5152.0,17114,66895,67907
2018-12-26 10:30:00.000000000,1545791400000000000,5150.0,5156.0,5142.0,5147.0,9207,67907,66978
2018-12-26 11:00:00.000000000,1545793200000000000,5147.0,5168.0,5140.0,5159.0,13174,66978,65282
2018-12-26 13:30:00.000000000,1545802200000000000,5155.0,5182.0,5145.0,5180.0,14625,65282,64725
2018-12-26 14:00:00.000000000,1545804000000000000,5180.0,5193.0,5165.0,5170.0,15813,64725,62828
2018-12-26 14:30:00.000000000,1545805800000000000,5170.0,5177.0,5151.0,5152.0,12440,62828,60505
2018-12-27 09:00:00.000000000,1545872400000000000,5310.0,5377.0,5227.0,5239.0,50329,60505,65127
2018-12-27 09:30:00.000000000,1545874200000000000,5239.0,5245.0,5212.0,5233.0,15876,65127,66501
2018-12-27 10:00:00.000000000,1545876000000000000,5233.0,5241.0,5225.0,5227.0,5575,66501,66379
2018-12-27 10:30:00.000000000,1545877800000000000,5228.0,5233.0,5202.0,5213.0,12277,66379,68062
2018-12-27 11:00:00.000000000,1545879600000000000,5213.0,5220.0,5180.0,5181.0,15396,68062,70118
2018-12-27 13:30:00.000000000,1545888600000000000,5190.0,5190.0,5165.0,5168.0,22479,70118,72439
2018-12-27 14:00:00.000000000,1545890400000000000,5168.0,5176.0,5153.0,5169.0,13846,72439,73293
2018-12-27 14:30:00.000000000,1545892200000000000,5169.0,5173.0,5135.0,5135.0,21999,73293,71043
2018-12-28 09:00:00.000000000,1545958800000000000,5144.0,5166.0,5088.0,5098.0,59609,71043,73957
2018-12-28 09:30:00.000000000,1545960600000000000,5098.0,5144.0,5091.0,5119.0,25317,73957,73359
2018-12-28 10:00:00.000000000,1545962400000000000,5119.0,5147.0,5111.0,5138.0,10462,73359,71826
2018-12-28 10:30:00.000000000,1545964200000000000,5140.0,5150.0,5121.0,5131.0,12661,71826,71593
2018-12-28 11:00:00.000000000,1545966000000000000,5131.0,5138.0,5117.0,5128.0,11746,71593,69985
2018-12-28 13:30:00.000000000,1545975000000000000,5125.0,5131.0,5096.0,5124.0,17256,69985,69387
2018-12-28 14:00:00.000000000,1545976800000000000,5124.0,5135.0,5107.0,5130.0,15946,69387,67349
