datetime,datetime_nano,DCE.jd2211.open,DCE.jd2211.high,DCE.jd2211.low,DCE.jd2211.close,DCE.jd2211.volume,DCE.jd2211.open_oi,DCE.jd2211.close_oi
2021-11-26 09:00:00.000000000,1637888400000000000,4450.0,4501.0,4448.0,4500.0,11,0,9
2021-11-26 09:05:00.000000000,1637888700000000000,4500.0,4504.0,4500.0,4504.0,1,9,10
2021-11-26 09:10:00.000000000,1637889000000000000,4504.0,4504.0,4500.0,4500.0,1,10,11
2021-11-26 09:15:00.000000000,1637889300000000000,4500.0,4500.0,4500.0,4500.0,0,11,11
2021-11-26 09:20:00.000000000,1637889600000000000,4500.0,4500.0,4500.0,4500.0,0,11,11
2021-11-26 09:25:00.000000000,1637889900000000000,4500.0,4500.0,4500.0,4500.0,0,11,11
2021-11-26 09:30:00.000000000,1637890200000000000,4500.0,4500.0,4500.0,4500.0,0,11,11
2021-11-26 09:35:00.000000000,1637890500000000000,4500.0,4501.0,4499.0,4499.0,3,11,13
2021-11-26 09:40:00.000000000,1637890800000000000,4499.0,4499.0,4498.0,4498.0,1,13,14
2021-11-26 09:45:00.000000000,1637891100000000000,4498.0,4498.0,4498.0,4498.0,0,14,14
2021-11-26 09:50:00.000000000,1637891400000000000,4498.0,4498.0,4498.0,4498.0,0,14,14
2021-11-26 09:55:00.000000000,1637891700000000000,4498.0,4498.0,4498.0,4498.0,0,14,14
2021-11-26 10:00:00.000000000,1637892000000000000,4498.0,4498.0,4498.0,4498.0,0,14,14
2021-11-26 10:05:00.000000000,1637892300000000000,4498.0,4498.0,4498.0,4498.0,0,14,14
2021-11-26 10:10:00.000000000,1637892600000000000,4498.0,4505.0,4498.0,4505.0,1,14,15
2021-11-26 10:30:00.000000000,1637893800000000000,4493.0,4493.0,4493.0,4493.0,1,15,14
2021-11-26 10:35:00.000000000,1637894100000000000,4493.0,4493.0,4493.0,4493.0,0,14,14
2021-11-26 10:40:00.000000000,1637894400000000000,4493.0,4493.0,4493.0,4493.0,0,14,14
2021-11-26 10:45:00.000000000,1637894700000000000,4493.0,4493.0,4493.0,4493.0,0,14,14
2021-11-26 10:50:00.000000000,1637895000000000000,4493.0,4493.0,4493.0,4493.0,0,14,14
2021-11-26 10:55:00.000000000,1637895300000000000,4493.0,4493.0,4493.0,4493.0,0,14,14
2021-11-26 11:00:00.000000000,1637895600000000000,4493.0,4493.0,4493.0,4493.0,0,14,14
2021-11-26 11:05:00.000000000,1637895900000000000,4493.0,4493.0,4493.0,4493.0,0,14,14
2021-11-26 11:10:00.000000000,1637896200000000000,4493.0,4493.0,4493.0,4493.0,0,14,14
